date,pm25,pm10,o3,no2,so2, co
2015/10/18, ,12,17,13,3,2
2015/12/29, ,7,20,5,5, 
2015/8/3, ,12,26,2,2,3
2015/8/4, ,13,23,4,2,3
2015/8/5, ,12,21,7,2,3
2015/8/6, ,14,21,9,2,3
2015/8/7, ,13,25,4,2,2
2015/8/8, ,10,19,1,2,2
2015/8/9, ,11,19,4,3,3
2015/8/10, ,11,17,9,3,3
2015/8/11, ,13,20,9,4,3
2015/9/2, ,5,13,12, ,2
2015/9/12, ,5,21,5,1,3
2015/9/13, ,10,18,11,2,3
2015/9/14, ,12,16,13,3,4
2015/5/12, ,10,22,5,1,1
2015/1/1, ,4,25,2,2, 
2015/1/30, ,8,12,20,3, 
2015/2/1, ,12,21,13,3,1
2015/2/2, ,15,9,28,5,1
2014/12/11, ,9, , , , 
2014/12/25, ,13,15,18,5,3
2014/12/26, ,17,1,23,4,3
2014/12/27, ,8,9,22,3,1
2014/12/28, ,7,9,23,3,2
2014/8/10, ,9,17,7, ,3
2014/8/20, ,5,15,11,2, 
2014/1/1, ,8,25,6,2, 
2014/2/7, ,14,22,15,3,1
2014/3/17, ,11,28,6,2, 
2019/7/10, , ,18,6,4, 
2019/1/12, , ,24,8,7,3
2019/1/13, , ,27,7,8,3
2019/1/14, , ,21,14,7,4
2018/7/12, , ,20,8,1, 
2018/7/13, , ,28,1,2, 
2018/7/14, , ,24,1,2, 
2018/7/15, , ,24,5,2, 
2018/7/16, , ,16,7,2,1
2018/7/20, , ,18,3,1, 
2018/7/21, , ,13,2,1, 
2018/7/22, , ,18,2,1, 
2018/1/13, , ,12,8,9,10
2018/1/14, , ,18,3,10,11
2017/7/28, , ,20,2,7,8
2017/7/29, , ,21,2,8,7
2017/7/30, , ,18,3,8,8
2017/2/9, , ,21,9,1,2
2017/2/27, , ,22,11,4, 
2017/3/8, , ,25,5,2, 
2017/3/9, , ,17, , , 
2016/7/15, , ,23,4,6, 
2016/7/22, , ,19,3,7, 
2016/8/10, , ,14,7,5, 
2015/7/31, , ,21,2,1,2
2015/8/1, , ,21,4,2,2
2015/8/2, , ,26,2,2,2
2015/1/29, , ,19,16,2, 
2014/8/8, , ,13,12,2,3
